Facility Name,CMS Certification Number (CCN),Address,City,State,Zip Code,Network,VAT Catheter Measure Score Applied,National Average VAT Catheter Measure Score,VAT Fistula Achievement Period Numerator,VAT Fistula Achievement Period Denominator,VAT Fistula Measure Score Applied,National Average VAT Fistula Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Achievement Period Numerator,Kt/V Comprehensive Achievement Period Denominator,Kt/V Comprehensive Improvement Period Denominator,Kt/V Comprehensive Measure Score Applied,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,Hypercalcemia Reason for No Score (See Footnotes File),Hypercalcemia Achievement Measure Rate,Hypercalcemia Achievement Period Numerator,Hypercalcemia Achievement Period Denominator,Hypercalcemia Measure Score Applied,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score Applied,National Average NHSN BSI Measure Score,NHSN Dialysis Event Reporting Number of Months Reported,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,ICH CAHPS Reason for No Score (See Footnotes File),ICH CAHPS Achievement Period Count of Completed Surveys,ICH CAHPS Improvement Period Count of Completed Surveys,ICH CAHPS Measure Score Applied,National Average ICH CAHPS Measure Score,ICH CAHPS Neph Comm and Caring Measure Score Applied,Serum Phosphorus Measure Score,National Average Serum Phosphorus Measure Score,National Average Anemia Management Measure Score,SRR Reason for No Score (See Footnotes File),SRR Achievement Period Numerator,SRR Achievement Period Denominator,SRR Improvement Period Numerator,SRR Measure Score Applied,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,STrR Achievement Measure Ratio,Number of Patient-Years at Risk in STrR Achievement Period,STrR Achievement Period Numerator,STrR Achievement Period Denominator,STrR Improvement Measure Ratio,STrR Measure Score Applied,National Average STrR Measure Score,SHR Achievement Period Numerator,SHR Achievement Period Denominator,SHR Measure Score Applied,National Average SHR Measure Score,Pain Assessment and Follow-up Measure Score,Ultrafiltration Measure Score,Ultrafiltration Reason for No Score (See Footnotes File),National Average Ultrafiltration Measure Score,Total-Performance-Score,PY2020 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2018",Date of Ownership Record Update
FMC - BOYNTON BEACH GULF STREAM,102792,3925 W BOYNTON BEACH BLVD #110 ,BOYNTON BEACH,FL,33436,7,Achievement,5,307,557,Achievement,5,5,970,1013,554,Achievement,7,2,-,1.88%,21,1120,Achievement,10,Achievement,6,12,8,7,4,-,41,48,Achievement,5,Improvement,10,9,10,-,25,22.786,20,Achievement,5,4,2.072,32.25188227,28,13.517,3.369,Improvement,5,96,91.147,Achievement,5,10,3,-,4,52,0.50%,6/26/2002,FRESENIUS MEDICAL CARE,7/23/2015
OCALA REGIONAL KIDNEY CENTER NORTH,102793,2620 WEST HWY 316 ,CITRA,FL,32113,7,Achievement,5,309,427,Achievement,5,5,607,631,586,Achievement,7,7,-,0.64%,4,625,Achievement,10,Improvement,6,12,8,7,6,-,34,27,Achievement,5,Achievement,10,9,10,-,29,21.987,33,Improvement,5,2,2.095,30.32443532,22,10.502,2.556,Improvement,5,79,69.494,Achievement,5,10,3,-,4,55,0.50%,7/29/2002,DAVITA,10/1/2002
ARA - WEST JACKSONVILLE LLC,102794,425 N LEE STREET SUITE 103 ,JACKSONVILLE,FL,32204,7,Achievement,5,365,631,Achievement,5,5,965,974,1048,Achievement,7,8,-,0.28%,3,1066,Achievement,10,Achievement,6,12,5,7,No Score,5,25,22,N/A,5,N/A,10,9,10,-,24,22.215,26,Achievement,5,10,0.334,51.45242984,6,17.951,0.994,Achievement,5,98,118.859,Achievement,5,10,7,-,4,68,No Reduction,10/30/2002,AMERICAN RENAL ASSOCIATES,11/14/2007
FMC DIALYSIS SERVICES - NORTH BOYNTON BEACH,102795,4965 LECHALET BLVD ,BOYNTON BEACH,FL,33436,7,Achievement,5,200,284,Achievement,5,5,500,507,238,Achievement,7,10,-,0.00%,0,507,Achievement,10,Achievement,6,12,8,7,No Score,5,25,22,N/A,5,N/A,10,9,10,-,9,8.185,4,Improvement,5,8,0.568,13.36071184,3,4.482,No Ratio,Achievement,5,33,36.16,Achievement,5,10,7,-,4,79,No Reduction,12/16/2002,FRESENIUS MEDICAL CARE,10/28/2005
"FMC-MIAMI SHORES, LLC",102800,9999 NE 2ND AVE SUITE 119,MIAMI SHORES,FL,33138,7,Achievement,5,582,720,Achievement,5,5,1313,1336,533,Achievement,7,8,-,0.44%,6,1363,Achievement,10,Achievement,6,12,8,7,5,-,40,41,Achievement,5,Achievement,10,9,10,-,41,33.964,29,Improvement,5,3,1.21,43.16769336,20,16.528,1.525,Achievement,5,133,98.547,Achievement,5,10,0,-,4,59,No Reduction,10/22/2003,FRESENIUS MEDICAL CARE,3/3/2016
UNIVERSAL KIDNEY CENTER OF DAVIE,102801,11570 W STATE ROAD 84 ,DAVIE,FL,33325,7,Achievement,5,208,232,Achievement,5,5,228,228,221,Achievement,7,9,-,0.38%,1,211,Improvement,10,Improvement,6,12,7,7,0,-,N/A,N/A,Achievement,5,Achievement,9,9,10,-,7,7.726,8,Achievement,5,0,2.613,14.70225873,20,5.396,2.703,Achievement,5,31,32.869,Achievement,5,10,5,-,4,57,0.50%,12/16/2003,NOT A CHAIN,5/17/2005
FMC - ROYAL PALM BEACH,102802,6901  OKEECHOBEE BLVD #D19 ,WEST PALM BEACH,FL,33411,7,Achievement,5,427,626,Achievement,5,5,789,807,476,Achievement,7,10,-,0.00%,0,914,Achievement,10,Achievement,6,12,7,7,No Score,5,25,30,N/A,5,N/A,10,9,10,-,27,21.83,16,Achievement,5,2,1.253,35.94250513,17,13.572,0.842,Achievement,5,83,92.008,Achievement,5,10,1,-,4,57,0.50%,3/31/2004,FRESENIUS MEDICAL CARE,7/27/2015
ST PETERSBURG SOUTH DIALYSIS,102803,2850 34TH STREET S ,SAINT PETERSBURG,FL,33711,7,Achievement,5,452,628,Achievement,5,5,723,757,687,Achievement,7,5,-,1.27%,11,864,Achievement,10,Achievement,6,12,5,7,6,-,31,28,Achievement,5,Achievement,8,9,10,-,54,41.508,45,Achievement,5,2,1.272,43.06639288,20,15.722,0.316,Achievement,5,149,111.724,Achievement,5,10,3,-,4,49,0.50%,4/9/2004,DAVITA,10/2/2007
RENAL CARE GROUP - DESTIN,102804,7720 US HWY 98 W SUITE 150,MIRAMAR BEACH,FL,32550,7,Achievement,5,145,222,Achievement,5,5,292,294,138,Achievement,7,3,-,1.66%,5,302,Achievement,10,Achievement,6,12,10,7,No Score,5,13,17,N/A,5,N/A,9,9,10,-,12,11.109,2,Achievement,5,9,0.538,12.94182067,3,4.776,No Ratio,Achievement,5,29,30.929,Achievement,5,10,7,-,4,72,No Reduction,3/25/2004,FRESENIUS MEDICAL CARE,3/25/2004
EAST FT LAUDERDALE DIALYSIS CENTER LLC,102805,1301 S ANDREWS AVE SUITE 101,FORT LAUDERDALE,FL,33315,7,Achievement,5,409,640,Achievement,5,5,1186,1263,1337,Achievement,7,6,-,0.87%,11,1269,Achievement,10,Achievement,6,12,6,7,9,-,43,52,Achievement,5,Achievement,10,9,10,-,45,36.192,39,Achievement,5,0,1.87,60.94182067,37,19.784,1.522,Achievement,5,182,124.322,Achievement,5,10,0,-,4,48,1.00%,4/7/2004,DAVITA,4/8/2004
RENAL CARE GROUP - BREVARD,102806,1355 PALM BAY RD ,PALM BAY,FL,32905,7,Achievement,5,354,691,Achievement,5,5,929,973,441,Achievement,7,8,-,0.29%,3,1024,Achievement,10,Achievement,6,12,8,7,No Score,5,24,25,N/A,5,N/A,9,9,10,-,30,33.295,21,Achievement,5,8,0.599,35.01163587,8,13.365,1.435,Achievement,5,106,108.802,Achievement,5,10,2,-,4,57,0.50%,4/23/2004,FRESENIUS MEDICAL CARE,11/2/2005
WESTON DIALYSIS CENTER,102807,"2685 EXECUTIVE PARK DRIVE, SUITE #1 ",WESTON,FL,33331,7,Achievement,5,186,329,Achievement,5,5,582,593,579,Achievement,7,3,-,3.37%,20,594,Improvement,10,Achievement,6,12,8,7,No Score,5,14,25,N/A,5,N/A,9,9,10,-,12,9.675,13,Achievement,5,1,1.362,19.82477755,10,6.817,0.461,Achievement,5,48,52.856,Achievement,5,10,1,-,4,46,1.00%,7/21/2004,DAVITA,5/19/2015
DAVIE CITY DIALYSIS,102808,7950 SW 30TH STREET ,DAVIE,FL,33328,7,Achievement,5,99,190,Achievement,5,5,411,418,385,Achievement,7,4,-,1.43%,6,420,Achievement,10,Achievement,6,12,7,7,No Score,5,14,13,N/A,5,N/A,10,9,10,-,14,12.538,27,Improvement,5,2,1.311,13.51403149,10,5.326,0.869,Achievement,5,53,40.804,Improvement,5,10,7,-,4,50,0.50%,8/17/2004,DAVITA,8/18/2004
NRI - NAPLES,102809,6625 HILLWAY CIRCLE ,NAPLES,FL,34112,7,Achievement,5,311,646,Achievement,5,5,868,888,866,Achievement,7,5,-,1.10%,10,907,Achievement,10,Achievement,6,12,5,7,8,-,30,37,Achievement,5,Achievement,10,9,10,-,16,18.311,23,Achievement,5,10,0.364,40.61054073,6,16.468,0.504,Achievement,5,77,112.084,Achievement,5,10,7,-,4,71,No Reduction,8/10/2004,DAVITA,10/18/2018
FMC - ATLANTIS,102810,5503 SOUTH CONGRESS AVE SUITE 101,ATLANTIS,FL,33462,7,Achievement,5,292,415,Achievement,5,5,682,698,420,Achievement,7,9,-,0.14%,1,710,Achievement,10,Achievement,6,12,5,7,No Score,5,21,27,N/A,5,N/A,10,9,10,-,27,18.631,15,Achievement,5,9,0.467,23.51266256,4,8.566,1.097,Achievement,5,79,65.393,Improvement,5,10,2,-,4,57,0.50%,9/25/2004,FRESENIUS MEDICAL CARE,2/2/2008
CYPRESS CREEK DIALYSIS CENTER,102811,952 CYPRESS VILLAGE BLVD ,SUN CITY,FL,33573,7,Achievement,5,195,288,Achievement,5,5,334,334,296,Achievement,7,10,-,0.00%,0,352,Achievement,10,Achievement,6,12,5,7,No Score,5,<11,<11,N/A,5,N/A,8,9,10,-,12,14.701,12,Achievement,5,9,0.436,17.15537303,3,6.771,1.492,Achievement,5,47,52.508,Achievement,5,9,9,-,4,69,No Reduction,9/24/2004,AMERICAN RENAL ASSOCIATES,9/13/2011
FMC - WEST PENSACOLA,102812,2940 N. BLUE ANGEL PARKWAY ,PENSACOLA,FL,32506,7,Achievement,5,670,982,Achievement,5,5,1196,1210,1332,Achievement,7,4,-,1.59%,20,1254,Achievement,10,Achievement,6,12,10,7,6,-,47,74,Achievement,5,Achievement,10,9,10,-,29,30.153,26,Achievement,5,7,0.757,74.58726899,21,27.746,0.587,Achievement,5,146,153.982,Achievement,5,10,6,-,4,75,No Reduction,9/30/2004,FRESENIUS MEDICAL CARE,1/8/2014
COASTAL KIDNEY CENTER,102813,510 N MCARTHUR AVE ,PANAMA CITY,FL,32401,7,Achievement,5,393,658,Achievement,5,5,757,780,813,Achievement,7,10,-,0.00%,0,742,Achievement,10,Achievement,6,12,6,7,5,-,46,53,Achievement,5,Achievement,9,9,10,-,42,33.779,17,Achievement,5,8,0.599,47.77002053,11,18.366,1.902,Achievement,5,122,118.251,Achievement,5,10,2,-,4,58,0.50%,12/13/2004,DAVITA,12/30/2015
RENAL CARE GROUP - NAVARRE,102814,8888 NAVARRE PKWY ,NAVARRE,FL,32566,7,Achievement,5,136,193,Achievement,5,5,222,230,101,Achievement,7,10,-,0.00%,0,228,Achievement,10,Achievement,6,12,10,7,No Score,5,<11,<11,N/A,5,N/A,8,9,10,-,9,7.318,5,Improvement,5,0,1.741,11.49623546,12,4.058,No Ratio,Achievement,5,21,26.965,Achievement,5,10,4,-,4,71,No Reduction,3/16/2005,FRESENIUS MEDICAL CARE,1/2/2005
FRESENIUS KIDNEY CARE SOUTH TAMPA,102815,3614 W KENNEDY BLVD SUITE A ,TAMPA,FL,33609,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,"1, 8",No Rate,,,N/A,10,N/A,6,,,7,No Score,5,<11,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,2.035,N/A,5,,,N/A,5,No Score,No Score,1,4,,No Reduction,3/16/2005,FRESENIUS MEDICAL CARE,4/1/2017
MELBOURNE DIALYSIS,102816,2235 SOUTH BABCOCK ST ,MELBOURNE,FL,32901,7,Improvement,5,179,322,Improvement,5,5,591,633,789,Achievement,7,10,-,0.00%,0,621,Achievement,10,Achievement,6,12,9,7,No Score,5,21,24,N/A,5,N/A,10,9,10,-,26,21.578,42,Achievement,5,3,1.795,35.37029432,19,10.584,2.382,Improvement,5,108,80.546,Improvement,5,10,2,-,4,41,1.00%,3/23/2005,DAVITA,10/6/2005
EMBASSY LAKES ARTIFICIAL KIDNEY CENTER,102817,11011 SHERIDAN ST SUITE 308,COOPER CITY,FL,33026,7,Achievement,5,255,435,Achievement,5,5,1031,1092,973,Achievement,7,1,-,2.39%,26,1087,Achievement,10,Achievement,6,12,7,7,7,-,30,40,Achievement,5,Achievement,8,9,10,-,36,24.077,44,Achievement,5,3,1.554,29.85078713,19,12.226,2.207,Improvement,5,116,98.648,Improvement,5,10,2,-,4,48,1.00%,3/21/2005,DAVITA,7/2/2005
HIGHLANDS DIALYSIS CENTER,102818,4245 SUN N LAKE BLVD ,SEBRING,FL,33872,7,Achievement,5,278,481,Achievement,5,5,589,595,304,Achievement,7,9,-,0.17%,1,595,Achievement,10,Achievement,6,12,8,7,No Score,5,17,15,N/A,5,N/A,10,9,10,-,34,26.954,8,Achievement,5,1,1.364,18.9650924,11,7.252,1.541,Achievement,5,90,70.77,Achievement,5,9,5,-,4,46,1.00%,4/1/2005,AMERICAN RENAL ASSOCIATES,12/3/2010
DAVENPORT DIALYSIS CENTER,102819,45597 US HWY 27 ,DAVENPORT,FL,33897,7,Achievement,5,132,195,Achievement,5,5,263,274,242,Achievement,7,5,-,1.11%,3,271,Achievement,10,Achievement,6,12,10,7,No Score,5,15,<11,N/A,5,N/A,10,9,10,-,13,11.678,8,Achievement,5,5,0.954,12.83230664,6,4.466,1.468,Achievement,5,48,34.102,Achievement,5,10,3,-,4,56,0.50%,4/4/2005,DAVITA,1/2/2005
"BMA OF FLORIDA, INCORPORATED",102820,5730 BOWDEN ROAD SUITE 110 ,JACKSONVILLE,FL,32216,7,Achievement,5,270,534,Achievement,5,5,646,665,346,Achievement,7,4,-,1.34%,9,674,Achievement,10,Achievement,6,12,5,7,No Score,5,13,13,N/A,5,N/A,8,9,10,-,43,33.858,17,Achievement,5,10,0.295,28.29568789,3,10.158,0.566,Achievement,5,102,80.778,Achievement,5,10,1,-,4,44,1.00%,4/18/2005,FRESENIUS MEDICAL CARE,1/23/2018
US RENAL CARE UPTOWN DIALYSIS,102821,2700 IMOKALEE ROAD SUITE 22,NAPLES,FL,34110,7,Achievement,5,126,267,Achievement,5,5,433,460,172,Achievement,7,0,-,4.15%,19,458,Achievement,10,Achievement,6,12,8,7,0,-,N/A,N/A,Achievement,5,Achievement,4,9,10,-,19,16.528,,Achievement,5,0,1.529,19.23066393,12,7.099,1.096,Achievement,5,39,49.402,Achievement,5,10,4,-,4,34,1.50%,7/19/2005,"US RENAL CARE, INC.",9/13/2017
LAKE GRIFFIN EAST DIALYSIS,102822,401 E NORTH AVE ,LEESBURG,FL,34748,7,Achievement,5,311,411,Achievement,5,5,433,439,590,Achievement,7,10,-,0.00%,0,450,Achievement,10,Achievement,6,12,7,7,No Score,5,23,33,N/A,5,N/A,9,9,10,-,17,14.414,20,Achievement,5,0,1.657,27.9835729,18,10.864,1.463,Achievement,5,73,69.331,Achievement,5,10,8,-,4,64,No Reduction,7/19/2005,DAVITA,7/2/2007
WINTER PARK HOME PD DIALYSIS,102823,4100 METRIC DRIVE #200 ,WINTER PARK,FL,32792,7,N/A,5,,,N/A,5,5,597,617,494,Achievement,7,6,-,0.98%,6,614,Achievement,10,N/A,6,,,7,No Score,"6, 10",N/A,N/A,N/A,5,N/A,7,9,10,-,13,10.894,8,Achievement,5,3,1.393,19.34565366,10,7.179,1.822,Improvement,5,66,38.69,Achievement,5,10,No Score,1,4,45,1.00%,8/29/2005,DAVITA,1/29/2008
DSI SOUTH TAMPA LLC,102824,731 WEST LUMSDEN ,BRANDON,FL,33511,7,Achievement,5,431,671,Achievement,5,5,1136,1167,551,Achievement,7,10,-,0.00%,0,1200,Achievement,10,Achievement,6,12,10,7,5,-,44,32,Achievement,5,Achievement,10,9,10,-,32,32.505,22,Achievement,5,10,0.375,45.05954825,6,15.993,0.946,Achievement,5,118,113.149,Achievement,5,10,0,-,4,66,No Reduction,10/5/2005,NATIONAL RENAL INSTITUTES,4/12/2013
OCALA REGIONAL KIDNEY CENTERS HOME DIALYSIS,102825,2860 SE 1ST AVE ,OCALA,FL,34471,7,Achievement,5,130,200,Achievement,5,5,833,849,930,Achievement,7,8,-,0.28%,3,1058,Achievement,10,N/A,6,,,7,No Score,10,<11,<11,N/A,5,N/A,9,9,10,-,21,23.375,30,Achievement,5,4,1.099,58.73237509,22,20.013,1.033,Achievement,5,109,129.698,Achievement,5,10,No Score,1,4,75,No Reduction,7/12/2005,DAVITA,6/22/2018
DIALYSIS CARE CENTER OF DAYTONA,102826,720 CLYDE MORRIS BLVD ,DAYTONA BEACH,FL,32114,7,Achievement,5,258,419,Achievement,5,5,531,533,586,Achievement,7,9,-,0.18%,1,542,Achievement,10,Achievement,6,12,4,7,No Score,5,19,17,N/A,5,N/A,10,9,10,-,17,16.932,10,Achievement,5,2,1.23,23.58384668,11,8.941,1.54,Achievement,5,63,67.552,Achievement,5,10,9,-,4,54,0.50%,11/4/2005,FRESENIUS MEDICAL CARE,5/2/2005
SANFORD DIALYSIS,102827,1701 W 1ST ST ,SANFORD,FL,32771,7,Achievement,5,292,554,Improvement,5,5,862,869,911,Achievement,7,10,-,0.00%,0,864,Achievement,10,Achievement,6,12,8,7,5,-,40,48,Achievement,5,Achievement,10,9,10,-,44,33.663,49,Achievement,5,7,0.717,46.00136893,13,18.123,1.204,Achievement,5,148,100.608,Achievement,5,10,6,-,4,57,0.50%,11/30/2005,DAVITA,9/2/2005
RENAL CARE PARTNERS HOME PROGRAM,102828,4970 SW 52ND ST #304 ,DAVIE,FL,33314,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,0,-,N/A,N/A,Achievement,5,Achievement,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,1,4,0,2.00%,11/28/2005,RENAL CARE PARTNERS,9/2/2006
APOPKA DIALYSIS,102829,640 EXECUTIVE PARK COURT ,APOPKA,FL,32703,7,Achievement,5,276,599,Achievement,5,5,977,1007,935,Achievement,7,8,-,0.50%,5,994,Achievement,10,Achievement,6,12,6,7,6,-,44,49,Achievement,5,Achievement,10,9,10,-,61,42.3,59,Achievement,5,8,0.649,41.53867214,10,15.409,1.051,Achievement,5,181,108.29,Achievement,5,10,2,-,4,53,0.50%,3/8/2006,DAVITA,1/2/2005
MIDDLEBURG DIALYSIS LLC,102830,2070 PALMETTO ST SUITE 9,MIDDLEBURG,FL,32068,7,Achievement,5,171,263,Achievement,5,5,299,300,265,Achievement,7,7,-,0.65%,2,309,Achievement,10,Improvement,6,12,5,7,No Score,5,15,14,N/A,5,N/A,9,9,10,-,16,15.433,4,Achievement,5,10,0.182,13.53593429,1,5.485,1.406,Achievement,5,56,49.859,Achievement,5,10,9,-,4,60,No Reduction,3/20/2006,AMERICAN RENAL ASSOCIATES,5/18/2007
HILLIARD DIALYSIS CENTER LLC,102831,551858 US HWY 1 #118 ,HILLIARD,FL,32046,7,Achievement,5,170,247,Achievement,5,5,356,357,331,Achievement,7,10,-,0.00%,0,370,Achievement,10,Achievement,6,12,8,7,No Score,5,<11,<11,N/A,5,N/A,10,9,10,-,13,11.314,2,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,41,31.444,Achievement,5,10,10,-,4,66,No Reduction,3/27/2006,AMERICAN RENAL ASSOCIATES,1/2/2006
ST CLOUD DIALYSIS,102832,4750 OLD CANOE CREEK RD ,SAINT CLOUD,FL,34769,7,Achievement,5,406,632,Achievement,5,5,951,1008,1160,Achievement,7,1,-,2.16%,22,1017,Achievement,10,Achievement,6,12,9,7,3,-,35,44,Achievement,5,Achievement,7,9,10,-,99,67.874,102,Achievement,5,0,1.909,48.21902806,35,18.339,1.044,Achievement,5,265,150.665,Improvement,5,10,0,-,4,40,1.00%,5/26/2006,DAVITA,11/2/2007
FMC - BELLEAIR HOME THERAPIES,102833,617 LAKEVIEW RD SUITE C ,CLEARWATER,FL,33756,7,N/A,5,,,N/A,5,5,337,355,325,Achievement,7,8,-,0.28%,1,360,Achievement,10,N/A,6,,,7,No Score,"6, 10",N/A,N/A,N/A,5,N/A,8,9,10,-,9,6.948,14,Achievement,5,5,1.026,17.07597536,7,6.078,1.811,Improvement,5,49,37.335,Achievement,5,10,No Score,1,4,46,1.00%,6/5/2006,FRESENIUS MEDICAL CARE,12/12/2015
HIALEAH ARTIFICIAL KIDNEY CENTER,102834,8524 NW 103RD ST ,HIALEAH,FL,33016,7,Achievement,5,382,407,Achievement,5,5,682,702,616,Achievement,7,2,-,1.94%,13,669,Achievement,10,Achievement,6,12,4,7,No Score,5,25,26,N/A,5,N/A,10,9,10,-,30,21.417,11,Achievement,5,3,1.192,29.28131417,13,10.909,1.039,Achievement,5,94,73.297,Achievement,5,10,0,-,4,47,1.00%,6/26/2006,DAVITA,12/1/2013
FKC - BELLEAIR DIALYSIS CENTER,102835,617 LAKEVIEW ROAD SUITE B ,CLEARWATER,FL,33756,7,Achievement,5,297,686,Achievement,5,5,909,918,431,Achievement,7,6,-,0.84%,8,956,Achievement,10,Achievement,6,12,7,7,8,-,34,44,Achievement,5,Achievement,10,9,10,-,24,30.554,16,Achievement,5,8,0.569,33.77412731,7,12.297,0.835,Achievement,5,93,106.808,Achievement,5,10,3,-,4,74,No Reduction,8/16/2006,FRESENIUS MEDICAL CARE,10/21/2016
JACKSONVILLE BEACH DIALYSIS,102836,1711 5TH STREET SOUTH ,JACKSONVILLE BEACH,FL,32250,7,Achievement,5,205,369,Achievement,5,5,523,536,278,Achievement,7,9,-,0.19%,1,540,Achievement,10,Achievement,6,12,7,7,No Score,5,29,26,N/A,5,N/A,10,9,10,-,27,20.675,12,Achievement,5,0,2.672,22.14373717,24,8.983,1.484,Achievement,5,57,53.215,Achievement,5,10,4,-,4,47,1.00%,11/15/2006,FRESENIUS MEDICAL CARE,2/2/2007
CENTRAL ORLANDO DIALYSIS,102837,2548 N ORANGE BLOSSOM TRAIL #400 ,ORLANDO,FL,32804,7,Achievement,5,394,688,Achievement,5,5,1027,1047,1143,Achievement,7,10,-,0.00%,0,1048,Achievement,10,Achievement,6,12,5,7,8,-,45,57,Achievement,5,Achievement,10,9,10,-,61,40.521,48,Achievement,5,4,1.105,52.24640657,21,19.003,1.617,Achievement,5,191,134.986,Achievement,5,10,4,-,4,55,0.50%,11/6/2006,DAVITA,8/7/2008
LAURAL MANOR DIALYSIS CENTER,102838,1950 LAUREL MANOR DRIVE #190 ,THE VILLAGES,FL,32162,7,Achievement,5,494,609,Achievement,5,5,965,981,987,Achievement,7,8,-,0.40%,4,998,Achievement,10,Achievement,6,12,8,7,5,-,47,58,Achievement,5,Achievement,10,9,10,-,18,24.791,37,Achievement,5,3,1.149,44.21355236,19,16.532,0.916,Achievement,5,112,123.026,Achievement,5,10,5,-,4,74,No Reduction,11/6/2006,DAVITA,8/2/2006
MIAMI GARDENS DIALYSIS,102839,3363 NW 167TH ST ,OPA LOCKA,FL,33056,7,Achievement,5,544,632,Achievement,5,5,1022,1038,500,Achievement,7,10,-,0.00%,0,1040,Achievement,10,Achievement,6,12,6,7,6,-,54,51,Achievement,5,Achievement,10,9,10,-,13,15.428,10,Achievement,5,3,1.188,40.12320329,16,13.47,1.183,Achievement,5,72,86.016,Achievement,5,10,8,-,4,72,No Reduction,12/13/2006,DAVITA,1/2/2006
FLORIDA RENAL CENTER,102840,5300 W FLAGLER STREET ,CORAL GABLES,FL,33134,7,Achievement,5,444,534,Achievement,5,5,856,871,474,Achievement,7,6,-,0.92%,8,868,Achievement,10,Achievement,6,12,7,7,8,-,30,44,Achievement,5,Achievement,10,9,10,-,40,29.213,17,Achievement,5,1,1.406,31.87132101,17,12.088,1.202,Achievement,5,96,79.621,Achievement,5,10,6,-,4,63,No Reduction,1/24/2007,DAVITA,6/18/2013
UNIVERSAL KIDNEY CENTER OF PEMBROKE PINES MIRAMAR,102841,18004 NW 6TH STREET ,HOLLYWOOD,FL,33029,7,Achievement,5,168,168,Achievement,5,5,245,263,286,Achievement,7,2,-,1.89%,5,264,Achievement,10,Achievement,6,12,10,7,0,-,N/A,N/A,Achievement,5,Achievement,5,9,10,-,11,9.564,6,Achievement,5,6,1.021,17.7412731,7,5.757,2.013,Improvement,5,43,32.534,Achievement,5,10,3,-,4,49,0.50%,1/11/2007,NOT A CHAIN,4/23/2011
DELRAY BEACH DIALYSIS CENTER LLC,102843,5130 LINTON BLVD SUITE G4 ,DELRAY BEACH,FL,33484,7,Achievement,5,298,595,Achievement,5,5,551,707,705,Achievement,7,0,-,13.81%,99,717,Achievement,10,Achievement,6,12,9,7,No Score,5,24,38,N/A,5,N/A,7,9,10,-,12,23.099,25,Achievement,5,3,1.768,26.55989049,18,10.18,2.605,Improvement,5,90,91.095,Achievement,5,7,0,-,4,47,1.00%,6/13/2007,AMERICAN RENAL ASSOCIATES,12/2/2006
ARA - NAPLES DIALYSIS CENTER LLC,102844,4529 EXECUTIVE DRIVE ,NAPLES,FL,34119,7,Achievement,5,445,813,Achievement,5,5,985,1009,1083,Achievement,7,6,-,0.98%,10,1025,Achievement,10,Achievement,6,12,8,7,No Score,5,29,36,N/A,5,N/A,10,9,10,-,32,33.504,58,Improvement,5,9,0.52,51.95345654,10,19.238,1.03,Achievement,5,137,137.43,Achievement,5,10,0,-,4,65,No Reduction,5/4/2007,AMERICAN RENAL ASSOCIATES,7/21/2006
WEST PENSACOLA DIALYSIS CENTER,102845,598 FAIRFIELD DRIVE ,PENSACOLA,FL,32506,7,Achievement,5,261,451,Achievement,5,5,575,592,530,Achievement,7,6,-,1.02%,6,586,Achievement,10,Achievement,6,12,9,7,8,-,30,25,Achievement,5,Achievement,10,9,10,-,18,22.072,9,Achievement,5,3,1.467,23.04175222,14,9.542,2.009,Improvement,5,86,73.189,Achievement,5,10,0,-,4,67,No Reduction,7/6/2007,DAVITA,8/5/2008
CAPE CORAL SOUTH DIALYSIS,102847,3046 DEL PRADO BLVD SOUTH  SUITE 4A ,CAPE CORAL,FL,33904,7,Achievement,5,340,612,Achievement,5,5,684,713,417,Achievement,7,8,-,0.28%,2,725,Achievement,10,Achievement,6,12,6,7,No Score,5,25,39,N/A,5,N/A,10,9,10,-,28,29.514,16,Achievement,5,2,1.259,33.53319644,15,11.914,1.181,Achievement,5,84,82.647,Achievement,5,10,2,-,4,52,0.50%,8/17/2007,DAVITA,11/2/2006
DCI UNIVERSITY OF FLORIDA,102848,3850 NW 83RD STREET STE 101 ,GAINESVILLE,FL,32606,7,Achievement,5,312,569,Improvement,5,5,687,696,675,Achievement,7,8,-,0.28%,2,705,Achievement,10,Achievement,6,12,6,7,6,-,32,23,Achievement,5,Achievement,10,9,10,-,5,14.576,19,Achievement,5,8,0.593,35.25256674,7,11.802,0.515,Achievement,5,57,85.121,Achievement,5,10,9,-,4,74,No Reduction,8/1/2007,"DIALYSIS CLINIC, INC.",12/20/2017
